separation_in_sigma,eta,kla_r,mil_r
3.63,0.1926052541261133,0.43516260218464,0.8
3.64,0.19086288276988017,0.43293026069855384,0.8
3.65,0.18913154513822555,0.4306945088144205,0.8
3.66,0.1874112273162288,0.42845545704463334,0.8
3.67,0.1857019146926505,0.42621321695050834,0.8
3.68,0.18400359196771982,0.4239679011260479,0.8
3.69,0.18231624316093797,0.42171962318118894,0.8
3.7,0.18063985161889395,0.4194684977245347,0.8
3.71,0.1789744000230932,0.417214640345574,0.8
3.72,0.17731987039779634,0.41495816759638987,0.8
3.73,0.1756762441178687,0.4126991969728627,0.8
3.74,0.17404350191663673,0.4104378468953693,0.8
3.75,0.17242162389375282,0.4081742366889821,0.8
3.7600000000000002,0.17081058952306483,0.40590848656317535,0.8
3.77,0.16921037766049152,0.40364071759103964,0.8
3.7800000000000002,0.1676209665518997,0.4013710516880112,0.8
3.79,0.1660423338409855,0.3990996115901228,0.8
3.8000000000000003,0.16447445657715487,0.39682652083177966,0.8
3.81,0.16291731122340525,0.3945519037230684,0.8
3.8200000000000003,0.16137087366420474,0.39227588532660473,0.8
3.83,0.1598351192133699,0.3899985914339273,0.8
3.84,0.15831002262193877,0.3877201485414449,0.8
3.85,0.15679555808603968,0.3854406838259441,0.8
3.86,0.15529169925475433,0.38316032511966797,0.8
3.87,0.15379841923797288,0.3808792008849693,0.8
3.88,0.15231569061424194,0.3785974401885533,0.8
3.89,0.1508434854386025,0.3763151726753143,0.8
3.9,0.14938177525041804,0.3740325285417783,0.8
3.91,0.14793053108119072,0.37174963850916015,0.8
3.92,0.1464897234623658,0.369466633796047,0.8
3.93,0.1450593224331215,0.36718364609071646,0.8
3.94,0.1436392975481456,0.3649008075231037,0.8
3.95,0.14222961788539534,0.3626182506364247,0.8
3.96,0.14083025205384142,0.3603361083584708,0.8
3.97,0.13944116820119404,0.35805451397258453,0.8
3.98,0.13806233402161092,0.35577360108833017,0.8
3.99,0.13669371676338504,0.35349350361187,0.8
4.0,0.1353352832366127,0.3512143557160608,0.8
4.01,0.13398699982083945,0.3489362918102829,0.8
4.0200000000000005,0.13264883247268425,0.34665944651001523,0.8
4.03,0.13132074673344024,0.3443839546061709,0.8
4.04,0.1300027077366511,0.3421099510342053,0.8
4.05,0.12869468021566227,0.339837570843013,0.8
4.0600000000000005,0.127396628511147,0.33756694916362817,0.8
4.07,0.1261085165786049,0.33529822117774044,0.8
4.08,0.12483030799583289,0.33303152208604403,0.8
4.09,0.12356196597036799,0.33076698707643404,0.8
4.1,0.12230345334690061,0.3285047512920653,0.8
4.11,0.12105473261465788,0.3262449497992897,0.8
4.12,0.11981576591475605,0.323987717555487,0.8
4.13,0.11858651504752073,0.3217331893768055,0.8
4.14,0.11736694147977556,0.31948149990582897,0.8
4.15,0.11615700635209683,0.3172327835791846,0.8
4.16,0.11495667048603503,0.31498717459511083,0.8
4.17,0.11376589439130051,0.31274480688099726,0.8
4.18,0.11258463827291493,0.31050581406091804,0.8
4.19,0.1114128620383258,0.30827032942317123,0.8
4.2,0.11025052530448522,0.3060384858878444,0.8
4.21,0.1090975874048895,0.3038104159744183,0.8
4.22,0.10795400739658245,0.301586251769431,0.8
4.23,0.10681974406711872,0.2993661248942146,0.8
4.24,0.10569475594148853,0.29715016647272485,0.8
4.25,0.10457900128900145,0.2949385070994766,0.8
4.26,0.1034724381301305,0.29273127680760574,0.8
4.2700000000000005,0.10237502424331432,0.29052860503707145,0.8
4.28,0.10128671717171844,0.2883306206030181,0.8
4.29,0.10020747422995271,0.2861374516643087,0.8
4.3,0.09913725251074738,0.28394922569225317,0.8
4.3100000000000005,0.09807600889158465,0.28176606943954136,0.8
4.32,0.09702370004128698,0.279588108909402,0.8
4.33,0.0959802824265601,0.2774154693249997,0.8
4.34,0.0949457123184917,0.2752482750990899,0.8
4.3500000000000005,0.09391994579900438,0.2730866498039448,0.8
4.36,0.09290293876726276,0.2709307161415681,0.8
4.37,0.09189464694603376,0.2687805959142111,0.8
4.38,0.09089502588800061,0.26663640999520993,0.8
4.39,0.08990403098202909,0.2644982783001546,0.8
4.4,0.0889216174593863,0.2623663197584084,0.8
4.41,0.08794774039991139,0.26024065228499,0.8
4.42,0.0869823547381372,0.258121392752833,0.8
4.43,0.08602541526936382,0.25600865696543923,0.8
4.44,0.08507687665568198,0.25390255962993596,0.8
4.45,0.0841366934319479,0.2518032143305556,0.8
4.46,0.08320482001170693,0.24971073350254536,0.8
4.47,0.08228121069306767,0.24762522840652543,0.8
4.48,0.08136581966452526,0.2455468091033047,0.8
4.49,0.0804586010107339,0.24347558442916875,0.8
4.5,0.07955950871822769,0.2414116619716496,0.8
4.51,0.07866849668109015,0.2393551480457918,0.8
4.5200000000000005,0.07778551870657224,0.23730614767092406,0.8
4.53,0.07691052852065822,0.235264764547949,0.8
4.54,0.07604347977357852,0.2332311010371594,0.8
4.55,0.07518432604527117,0.2312052581365938,0.8
4.5600000000000005,0.0743330208507896,0.22918733546093892,0.8
4.57,0.07348951764565831,0.22717743122099168,0.8
4.58,0.07265376983117411,0.22517564220368352,0.8
4.59,0.07182573075965543,0.2231820637526837,0.8
4.6000000000000005,0.07100535373963694,0.22119678974958287,0.8
4.61,0.0701925920410115,0.21921991259566984,0.8
4.62,0.06938739890011708,0.21725152319430363,0.8
4.63,0.06858972752477074,0.2152917109338933,0.8
4.64,0.06779953109924783,0.21334056367148715,0.8
4.65,0.06701676278920726,0.21139816771698122,0.8
4.66,0.0662413757465623,0.209464607817949,0.8
4.67,0.06547332311429678,0.2075399671451004,0.8
4.68,0.06471255803122686,0.20562432727837274,0.8
4.69,0.06395903363670828,0.20371776819365953,0.8
4.7,0.06321270307528883,0.20182036825017927,0.8
4.71,0.06247351950130583,0.19993220417848806,0.8
4.72,0.0617414360834291,0.19805335106913957,0.8
4.73,0.06101640600914888,0.19618388236199355,0.8
4.74,0.06029838248920929,0.19432386983617678,0.8
4.75,0.059587318761986086,0.19247338360069405,0.8
4.76,0.05888316809781038,0.19063249208569552,0.8
4.7700000000000005,0.058185883803236894,0.1888012620343962,0.8
4.78,0.05749541922525773,0.1869797584956513,0.8
4.79,0.05681172775546078,0.1851680448171839,0.8
4.8,0.056134762834133725,0.1833661826394672,0.8
4.8100000000000005,0.05546447795431309,0.18157423189025818,0.8
4.82,0.05480082666577867,0.17979225077978248,0.8
4.83,0.05414376257899277,0.1780202957965658,0.8
4.84,0.05349323936898553,0.1762584217039139,0.8
4.8500000000000005,0.05284921077918514,0.17450668153703336,0.8
4.86,0.052211630625194023,0.172765126600794,0.8
4.87,0.05158045279851007,0.17103380646812566,0.8
4.88,0.05095563127019423,0.16931276897904898,0.8
4.89,0.050337120094483406,0.16760206024033195,0.8
4.9,0.04972487341234958,0.16590172462577066,0.8
4.91,0.0491188454550052,0.1642118047770878,0.8
4.92,0.048518990547354,0.1625323416054412,0.8
4.93,0.047925263111389074,0.16086337429354108,0.8
4.94,0.04733761766953679,0.1592049402983654,0.8
4.95,0.046756008847947915,0.15755707535447008,0.8
4.96,0.04618039137973475,0.15591981347788345,0.8
4.97,0.04561072010815609,0.15429318697058197,0.8
4.98,0.045046949989748675,0.15267722642553608,0.8
4.99,0.04448903609740657,0.15107196073232138,0.8
5.0,0.04393693362340742,0.1494774170832833,0.8
5.01,0.04339059788238694,0.14789362098025094,0.8
5.0200000000000005,0.04284998431426106,0.14632059624178845,0.8
5.03,0.04231504848709654,0.14475836501097697,0.8
5.04,0.04178574609992927,0.14320694776371537,0.8
5.05,0.04126203298553199,0.1416663633175342,0.8
5.0600000000000005,0.04074386511313008,0.14013662884090922,0.8
5.07,0.04023119859106703,0.1386177598630684,0.8
5.08,0.03972398966941862,0.13710977028427837,0.8
5.09,0.039222194742556976,0.13561267238660407,0.8
5.1000000000000005,0.03872577035166433,0.1341264768451283,0.8
5.11,0.038234673187196956,0.1326511927396225,0.8
5.12,0.03774886009129898,0.13118682756665576,0.8
5.13,0.03726828806016731,0.12973338725213418,0.8
5.14,0.03679291424636708,0.12829087616425713,0.8
5.15,0.03632269596109823,0.12685929712687985,0.8
5.16,0.03585759067641384,0.12543865143327282,0.8
5.17,0.03539755602738957,0.12402893886026299,0.8
5.18,0.03494254981424567,0.12263015768274958,0.8
5.19,0.034492530004420874,0.12124230468857965,0.8
5.2,0.03404745473459933,0.1198653751937742,0.8
5.21,0.033607282312689904,0.11849936305809086,0.8
