frame,robot,phase,total_count,near_count,near_sum_r,near_max_r,near_birth_labels,near_labels_from_first_three_frames,near_label_age_sum,ancestry_roots,ancestry_memberships,repeated_roots,labels_with_shared_roots,pairs_with_shared_roots,maximum_root_multiplicity,condition,backend
81,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
81,1,posterior,246,218,0.6267763255844311,0.0029826070979292484,1,5,8773,219,219,0,0,0,1,intermittent,Guarded Scalar
81,2,posterior,246,218,0.6267763255844311,0.0029826070979292484,1,5,8773,219,219,0,0,0,1,intermittent,Guarded Scalar
82,1,local,253,221,1.8037725499168147,0.00867042768453939,1,5,8995,222,222,0,0,0,1,intermittent,Guarded Scalar
82,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
82,1,posterior,250,221,0.6293524057862531,0.002950158530375976,1,5,8995,222,222,0,0,0,1,intermittent,Guarded Scalar
82,2,posterior,250,221,0.6293524057862531,0.002950158530375976,1,5,8995,222,222,0,0,0,1,intermittent,Guarded Scalar
83,1,local,258,224,1.8196600914192607,0.008610859724984472,1,5,9220,225,225,0,0,0,1,intermittent,Guarded Scalar
83,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
83,1,posterior,257,224,0.6364297605418198,0.0029399486867699737,1,5,9220,225,225,0,0,0,1,intermittent,Guarded Scalar
83,2,posterior,257,224,0.6364297605418198,0.0029399486867699737,1,5,9220,225,225,0,0,0,1,intermittent,Guarded Scalar
84,1,local,257,227,1.8253060718431335,0.008512988204468837,1,5,9448,228,228,0,0,0,1,intermittent,Guarded Scalar
84,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
84,1,posterior,252,227,0.641604618701233,0.002923098247129428,1,5,9448,228,228,0,0,0,1,intermittent,Guarded Scalar
84,2,posterior,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
85,1,local,255,230,1.9357491255163164,0.008903117166941033,1,5,9679,231,231,0,0,0,1,intermittent,Guarded Scalar
85,2,local,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
85,1,posterior,250,230,0.6651350972406781,0.00298971564003467,1,5,9679,231,231,0,0,0,1,intermittent,Guarded Scalar
85,2,posterior,250,230,0.6651350972406781,0.00298971564003467,1,5,9679,231,231,0,0,0,1,intermittent,Guarded Scalar
86,1,local,258,233,1.8680690122998393,0.008474366344881959,1,5,9913,234,234,0,0,0,1,intermittent,Guarded Scalar
86,2,local,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
86,1,posterior,258,233,1.8680690122998393,0.008474366344881959,1,5,9913,234,234,0,0,0,1,intermittent,Guarded Scalar
86,2,posterior,258,233,0.657580441130217,0.0029164226545122557,1,5,9913,234,234,0,0,0,1,intermittent,Guarded Scalar
87,1,local,261,236,2.0561022709436463,0.009392429366633382,1,5,10150,237,237,0,0,0,1,intermittent,Guarded Scalar
87,2,local,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
87,1,posterior,255,236,0.6913388534541195,0.0030712806999662434,1,5,10150,237,237,0,0,0,1,intermittent,Guarded Scalar
87,2,posterior,255,236,0.6913388534541195,0.0030712806999662434,1,5,10150,237,237,0,0,0,1,intermittent,Guarded Scalar
88,1,local,263,239,1.7627886632764909,0.007895776399790102,1,5,10390,240,240,0,0,0,1,intermittent,Guarded Scalar
88,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
88,1,posterior,263,239,0.6450043054069649,0.002814569335770105,1,5,10390,240,240,0,0,0,1,intermittent,Guarded Scalar
88,2,posterior,263,239,0.6450043054069649,0.002814569335770105,1,5,10390,240,240,0,0,0,1,intermittent,Guarded Scalar
89,1,local,261,239,0.8594099440977382,0.004048047040151448,2,5,10621,240,240,0,0,0,1,intermittent,Guarded Scalar
89,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
89,1,posterior,254,239,0.4515398842693268,0.0020130090045991263,2,5,10621,240,240,0,0,0,1,intermittent,Guarded Scalar
89,2,posterior,254,239,0.4515398842693268,0.0020130090045991263,2,5,10621,240,240,0,0,0,1,intermittent,Guarded Scalar
90,1,local,260,238,0.8699028355130927,0.003943478909414486,1,5,10857,239,239,0,0,0,1,intermittent,Guarded Scalar
90,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
90,1,posterior,260,238,0.45357066286375225,0.001986787031985512,1,5,10857,239,239,0,0,0,1,intermittent,Guarded Scalar
90,2,posterior,260,238,0.45357066286375225,0.001986787031985512,1,5,10857,239,239,0,0,0,1,intermittent,Guarded Scalar
91,1,local,259,237,0.9715316098145547,0.004319890673484866,1,5,11090,238,238,0,0,0,1,intermittent,Guarded Scalar
91,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
91,1,posterior,252,237,0.4789264929213144,0.002079646878681522,1,5,11090,238,238,0,0,0,1,intermittent,Guarded Scalar
91,2,posterior,252,237,0.4789264929213144,0.002079646878681522,1,5,11090,238,238,0,0,0,1,intermittent,Guarded Scalar
92,1,local,261,235,1.1486005159074197,0.005049967065969483,0,5,11324,236,236,0,0,0,1,intermittent,Guarded Scalar
92,2,local,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
92,1,posterior,260,235,0.519372982017544,0.002248966982541339,0,5,11324,236,236,0,0,0,1,intermittent,Guarded Scalar
92,2,posterior,260,235,0.519372982017544,0.002248966982541339,0,5,11324,236,236,0,0,0,1,intermittent,Guarded Scalar
93,1,local,264,235,1.3045750538319099,0.005690213429337295,0,5,11559,236,236,0,0,0,1,intermittent,Guarded Scalar
93,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
93,1,posterior,260,235,0.5540287911738039,0.002387714878595429,0,5,11559,236,236,0,0,0,1,intermittent,Guarded Scalar
93,2,posterior,260,235,0.5540287911738039,0.002387714878595429,0,5,11559,236,236,0,0,0,1,intermittent,Guarded Scalar
94,1,local,263,241,0.9337941392842627,0.004027077164077431,2,5,11800,242,242,0,0,0,1,intermittent,Guarded Scalar
94,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
94,1,posterior,263,241,0.9337941392842627,0.004027077164077431,2,5,11800,242,242,0,0,0,1,intermittent,Guarded Scalar
94,2,posterior,263,241,0.4737379656568546,0.002007777682304439,2,5,11800,242,242,0,0,0,1,intermittent,Guarded Scalar
95,1,local,267,235,1.4411598665649261,0.006245245597379718,0,5,12029,236,236,0,0,0,1,intermittent,Guarded Scalar
95,2,local,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
95,1,posterior,259,235,0.5824139294209705,0.0025018686081537773,0,5,12029,236,236,0,0,0,1,intermittent,Guarded Scalar
95,2,posterior,259,235,0.5824139294209705,0.0025018686081537773,0,5,12029,236,236,0,0,0,1,intermittent,Guarded Scalar
96,1,local,269,235,1.5082464070327477,0.007036171986728371,1,5,12254,236,236,0,0,0,1,intermittent,Guarded Scalar
96,2,local,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
96,1,posterior,268,235,0.5960151632494364,0.0026562175975608955,1,5,12254,236,236,0,0,0,1,intermittent,Guarded Scalar
96,2,posterior,268,235,0.5960151632494364,0.0026562175975608955,1,5,12254,236,236,0,0,0,1,intermittent,Guarded Scalar
97,1,local,268,244,0.935599430321317,0.00411024627378647,2,5,12521,245,245,0,0,0,1,intermittent,Guarded Scalar
97,2,local,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
97,1,posterior,268,244,0.935599430321317,0.00411024627378647,2,5,12521,245,245,0,0,0,1,intermittent,Guarded Scalar
97,2,posterior,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
98,1,local,271,242,1.584604636333073,0.006845544399529866,0,5,12762,243,243,0,0,0,1,intermittent,Guarded Scalar
98,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
98,1,posterior,271,242,1.584604636333073,0.006845544399529866,0,5,12762,243,243,0,0,0,1,intermittent,Guarded Scalar
98,2,posterior,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
99,1,local,274,238,1.9382585882480599,0.008330834529898214,1,5,12976,239,239,0,0,0,1,intermittent,Guarded Scalar
99,2,local,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
99,1,posterior,274,238,1.9382585882480599,0.008330834529898214,1,5,12976,239,239,0,0,0,1,intermittent,Guarded Scalar
99,2,posterior,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
100,1,local,274,239,2.0526736452375873,0.008818485004984968,1,5,13214,240,240,0,0,0,1,intermittent,Guarded Scalar
100,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
100,1,posterior,274,239,2.0526736452375873,0.008818485004984968,1,5,13214,240,240,0,0,0,1,intermittent,Guarded Scalar
100,2,posterior,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
101,1,local,267,238,2.0841979815858576,0.0090288777077796,1,5,13423,239,239,0,0,0,1,intermittent,Guarded Scalar
101,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
101,1,posterior,267,238,2.0841979815858576,0.0090288777077796,1,5,13423,239,239,0,0,0,1,intermittent,Guarded Scalar
101,2,posterior,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
102,1,local,262,238,1.1452985479434883,0.005034809451177958,1,5,13694,239,239,0,0,0,1,intermittent,Guarded Scalar
102,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
102,1,posterior,262,238,1.1452985479434883,0.005034809451177958,1,5,13694,239,239,0,0,0,1,intermittent,Guarded Scalar
102,2,posterior,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
103,1,local,262,239,1.9115291085823634,0.008310535272153818,1,5,13932,240,240,0,0,0,1,intermittent,Guarded Scalar
103,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
103,1,posterior,262,239,1.9115291085823634,0.008310535272153818,1,5,13932,240,240,0,0,0,1,intermittent,Guarded Scalar
103,2,posterior,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
104,1,local,262,239,2.012506690075917,0.008735219802345274,1,5,14169,240,240,0,0,0,1,intermittent,Guarded Scalar
104,2,local,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
104,1,posterior,262,239,2.012506690075917,0.008735219802345274,1,5,14169,240,240,0,0,0,1,intermittent,Guarded Scalar
104,2,posterior,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
105,1,local,260,238,1.1756769269779574,0.005187869235842339,1,5,14405,239,239,0,0,0,1,intermittent,Guarded Scalar
105,2,local,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
105,1,posterior,260,238,1.1756769269779574,0.005187869235842339,1,5,14405,239,239,0,0,0,1,intermittent,Guarded Scalar
105,2,posterior,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
106,1,local,258,238,1.0494013823376258,0.004669742367418321,1,5,14642,239,239,0,0,0,1,intermittent,Guarded Scalar
106,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
106,1,posterior,258,238,1.0494013823376258,0.004669742367418321,1,5,14642,239,239,0,0,0,1,intermittent,Guarded Scalar
106,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
107,1,local,260,237,1.570975657754022,0.007006563955159616,0,5,14879,238,238,0,0,0,1,intermittent,Guarded Scalar
107,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
107,1,posterior,260,237,1.570975657754022,0.007006563955159616,0,5,14879,238,238,0,0,0,1,intermittent,Guarded Scalar
107,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
108,1,local,260,238,1.861116202729764,0.00828621677806318,1,5,15116,239,239,0,0,0,1,intermittent,Guarded Scalar
108,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
108,1,posterior,260,238,1.861116202729764,0.00828621677806318,1,5,15116,239,239,0,0,0,1,intermittent,Guarded Scalar
108,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
109,1,local,263,239,2.0539273936542606,0.009149740675646981,1,5,15354,240,240,0,0,0,1,intermittent,Guarded Scalar
109,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
109,1,posterior,263,239,2.0539273936542606,0.009149740675646981,1,5,15354,240,240,0,0,0,1,intermittent,Guarded Scalar
109,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
110,1,local,262,239,2.1049658431338485,0.009382727511546483,1,5,15591,240,240,0,0,0,1,intermittent,Guarded Scalar
110,2,local,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
110,1,posterior,262,239,2.1049658431338485,0.009382727511546483,1,5,15591,240,240,0,0,0,1,intermittent,Guarded Scalar
110,2,posterior,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
111,1,local,260,240,2.1129792199628357,0.009411138552486435,1,5,15832,241,241,0,0,0,1,intermittent,Guarded Scalar
111,2,local,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
111,1,posterior,260,240,2.1129792199628357,0.009411138552486435,1,5,15832,241,241,0,0,0,1,intermittent,Guarded Scalar
111,2,posterior,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
112,1,local,261,239,2.0560557308822403,0.00916065897837006,1,5,16065,240,240,0,0,0,1,intermittent,Guarded Scalar
112,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
112,1,posterior,261,239,2.0560557308822403,0.00916065897837006,1,5,16065,240,240,0,0,0,1,intermittent,Guarded Scalar
112,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
113,1,local,261,239,2.0787377386477273,0.00925820037365278,1,5,16302,240,240,0,0,0,1,intermittent,Guarded Scalar
113,2,local,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
113,1,posterior,261,239,2.0787377386477273,0.00925820037365278,1,5,16302,240,240,0,0,0,1,intermittent,Guarded Scalar
113,2,posterior,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
114,1,local,260,239,2.0826467680234897,0.009273538327028848,1,5,16539,240,240,0,0,0,1,intermittent,Guarded Scalar
114,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
114,1,posterior,260,239,2.0826467680234897,0.009273538327028848,1,5,16539,240,240,0,0,0,1,intermittent,Guarded Scalar
114,2,posterior,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
115,1,local,256,239,2.078611048315765,0.009254844291067882,1,5,16776,240,240,0,0,0,1,intermittent,Guarded Scalar
115,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
115,1,posterior,256,239,2.078611048315765,0.009254844291067882,1,5,16776,240,240,0,0,0,1,intermittent,Guarded Scalar
115,2,posterior,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
116,1,local,256,239,2.03418144895275,0.009057073207617188,1,5,17013,240,240,0,0,0,1,intermittent,Guarded Scalar
116,2,local,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
116,1,posterior,256,239,2.03418144895275,0.009057073207617188,1,5,17013,240,240,0,0,0,1,intermittent,Guarded Scalar
116,2,posterior,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
117,1,local,256,239,2.0732150259920314,0.009229578046612664,1,5,17250,240,240,0,0,0,1,intermittent,Guarded Scalar
117,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
117,1,posterior,256,239,2.0732150259920314,0.009229578046612664,1,5,17250,240,240,0,0,0,1,intermittent,Guarded Scalar
117,2,posterior,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
118,1,local,255,238,1.1314554200745615,0.005024165221872218,1,5,17486,239,239,0,0,0,1,intermittent,Guarded Scalar
118,2,local,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
118,1,posterior,255,238,1.1314554200745615,0.005024165221872218,1,5,17486,239,239,0,0,0,1,intermittent,Guarded Scalar
118,2,posterior,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
119,1,local,255,238,1.0146785082613023,0.004497023325923499,1,5,17723,239,239,0,0,0,1,intermittent,Guarded Scalar
119,2,local,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
119,1,posterior,255,238,1.0146785082613023,0.004497023325923499,1,5,17723,239,239,0,0,0,1,intermittent,Guarded Scalar
119,2,posterior,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
120,1,local,257,237,1.64128355349069,0.0073019343254320974,0,5,17960,238,238,0,0,0,1,intermittent,Guarded Scalar
120,2,local,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
120,1,posterior,257,237,1.64128355349069,0.0073019343254320974,0,5,17960,238,238,0,0,0,1,intermittent,Guarded Scalar
120,2,posterior,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
121,1,local,259,238,1.9076879900017616,0.008483390893514147,1,5,18197,239,239,0,0,0,1,intermittent,Guarded Scalar
121,2,local,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
121,1,posterior,259,238,1.9076879900017616,0.008483390893514147,1,5,18197,239,239,0,0,0,1,intermittent,Guarded Scalar
121,2,posterior,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
122,1,local,262,1,0.0019864423579759876,0.0019864423579759876,1,0,0,1,1,0,0,0,1,intermittent,Guarded Scalar
122,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
122,1,posterior,262,1,0.0019864423579759876,0.0019864423579759876,1,0,0,1,1,0,0,0,1,intermittent,Guarded Scalar
122,2,posterior,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
123,1,local,263,4,0.0096115664851204,0.005274738797679234,1,0,4,4,4,0,0,0,1,intermittent,Guarded Scalar
123,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
123,1,posterior,263,4,0.0096115664851204,0.005274738797679234,1,0,4,4,4,0,0,0,1,intermittent,Guarded Scalar
123,2,posterior,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
124,1,local,260,241,2.031831181953393,0.009020015532689298,1,5,18856,242,242,0,0,0,1,intermittent,Guarded Scalar
124,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
124,1,posterior,260,241,2.031831181953393,0.009020015532689298,1,5,18856,242,242,0,0,0,1,intermittent,Guarded Scalar
124,2,posterior,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
125,1,local,255,1,0.0017397794145376686,0.0017397794145376686,1,0,0,1,1,0,0,0,1,intermittent,Guarded Scalar
125,2,local,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
125,1,posterior,255,1,0.0017397794145376686,0.0017397794145376686,1,0,0,1,1,0,0,0,1,intermittent,Guarded Scalar
125,2,posterior,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
126,1,local,258,3,0.008565533837454467,0.005777535920576101,1,0,2,3,3,0,0,0,1,intermittent,Guarded Scalar
126,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
126,1,posterior,258,3,0.008565533837454467,0.005777535920576101,1,0,2,3,3,0,0,0,1,intermittent,Guarded Scalar
126,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
127,1,local,261,240,1.0148210444017336,0.004486924133658497,2,5,19586,241,241,0,0,0,1,intermittent,Guarded Scalar
127,2,local,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
127,1,posterior,261,240,1.0148210444017336,0.004486924133658497,2,5,19586,241,241,0,0,0,1,intermittent,Guarded Scalar
127,2,posterior,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
128,1,local,262,239,1.7514166181884483,0.007776640834416233,1,5,19823,240,240,0,0,0,1,intermittent,Guarded Scalar
128,2,local,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
128,1,posterior,262,239,1.7514166181884483,0.007776640834416233,1,5,19823,240,240,0,0,0,1,intermittent,Guarded Scalar
128,2,posterior,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
129,1,local,264,238,1.1077080409210391,0.004925459709619695,1,5,20057,239,239,0,0,0,1,intermittent,Guarded Scalar
129,2,local,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
129,1,posterior,264,238,1.1077080409210391,0.004925459709619695,1,5,20057,239,239,0,0,0,1,intermittent,Guarded Scalar
129,2,posterior,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
130,1,local,266,236,1.7232810016804148,0.00768977845454402,0,5,20292,237,237,0,0,0,1,intermittent,Guarded Scalar
130,2,local,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
130,1,posterior,266,236,1.7232810016804148,0.00768977845454402,0,5,20292,237,237,0,0,0,1,intermittent,Guarded Scalar
130,2,posterior,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
131,1,local,267,237,1.9878925105158822,0.008857651267712542,1,5,20528,238,238,0,0,0,1,intermittent,Guarded Scalar
131,2,local,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
131,1,posterior,267,237,1.9878925105158822,0.008857651267712542,1,5,20528,238,238,0,0,0,1,intermittent,Guarded Scalar
131,2,posterior,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
132,1,local,266,238,2.074250308924361,0.009239631847740584,1,5,20765,239,239,0,0,0,1,intermittent,Guarded Scalar
132,2,local,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
132,1,posterior,266,238,2.074250308924361,0.009239631847740584,1,5,20765,239,239,0,0,0,1,intermittent,Guarded Scalar
132,2,posterior,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
133,1,local,265,238,2.0697997630587066,0.009222708221981759,1,5,21001,239,239,0,0,0,1,intermittent,Guarded Scalar
133,2,local,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
133,1,posterior,265,238,2.0697997630587066,0.009222708221981759,1,5,21001,239,239,0,0,0,1,intermittent,Guarded Scalar
133,2,posterior,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
134,1,local,266,238,2.05924041913464,0.009177384753539132,1,5,21237,239,239,0,0,0,1,intermittent,Guarded Scalar
134,2,local,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
134,1,posterior,266,238,2.05924041913464,0.009177384753539132,1,5,21237,239,239,0,0,0,1,intermittent,Guarded Scalar
134,2,posterior,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
135,1,local,265,237,1.1406102561211857,0.005086635938587806,1,5,21472,238,238,0,0,0,1,intermittent,Guarded Scalar
135,2,local,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
135,1,posterior,265,237,1.1406102561211857,0.005086635938587806,1,5,21472,238,238,0,0,0,1,intermittent,Guarded Scalar
135,2,posterior,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
136,1,local,269,238,1.750377839883337,0.007791196488062471,1,5,21709,239,239,0,0,0,1,intermittent,Guarded Scalar
136,2,local,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
136,1,posterior,269,238,1.750377839883337,0.007791196488062471,1,5,21709,239,239,0,0,0,1,intermittent,Guarded Scalar
136,2,posterior,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
137,1,local,265,238,1.1015527116419623,0.004908829019951076,1,5,21945,239,239,0,0,0,1,intermittent,Guarded Scalar
137,2,local,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
137,1,posterior,265,238,1.1015527116419623,0.004908829019951076,1,5,21945,239,239,0,0,0,1,intermittent,Guarded Scalar
137,2,posterior,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
138,1,local,265,236,1.7107123227017647,0.007645076547621502,0,5,22180,237,237,0,0,0,1,intermittent,Guarded Scalar
138,2,local,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
138,1,posterior,265,236,1.7107123227017647,0.007645076547621502,0,5,22180,237,237,0,0,0,1,intermittent,Guarded Scalar
138,2,posterior,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
139,1,local,264,238,1.1028855896196388,0.004916441871791358,1,5,22417,239,239,0,0,0,1,intermittent,Guarded Scalar
139,2,local,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
139,1,posterior,264,238,1.1028855896196388,0.004916441871791358,1,5,22417,239,239,0,0,0,1,intermittent,Guarded Scalar
139,2,posterior,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
140,1,local,263,236,1.6543821236037861,0.007396125277811129,0,5,22652,237,237,0,0,0,1,intermittent,Guarded Scalar
140,2,local,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
140,1,posterior,263,236,1.6543821236037861,0.007396125277811129,0,5,22652,237,237,0,0,0,1,intermittent,Guarded Scalar
140,2,posterior,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
141,1,local,266,237,1.9888185376181877,0.008874030928789009,1,5,22888,238,238,0,0,0,1,intermittent,Guarded Scalar
141,2,local,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,Guarded Scalar
141,1,posterior,266,237,1.9888185376181877,0.008874030928789009,1,5,22888,238,238,0,0,0,1,intermittent,Guarded Scalar
